,origin,tweet,label
225,MFH,هي مش دي كورونا 😵😵سنموت بعد قليل 😏😏  https://t.co/EIvBDh8fS3,False
226,4IF,"واعلنت روسيا انتحارهم بعد ان توصلوا مراحل متقدمة لفك شفرة #كورونا ولم ينتهي المسلسل وبعد ذلك امريكا بعد الاعلان عن مقتل الدكتور ""ليو"" بعد تصريحه التوصل الى لقاح من كورونا والاغرب العالم الياباني ""ساكي"" بعد ان صرح بفقد الاتصال عن علماء صينيين كان على تواصل معهم للتوصل لعلاج",False
227,ARC,كثروا ثوم وبصل واموركم طيييبه! #كورونا,False
228,ARC,إعلام العدو : إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس #كورونا  لعمى اذا صحيح,False
229,ARC,وثيقة فاضحة من هيئة الطيران القطري تبين سبب انتشار وباء #كورونا في #قطر بشكل خطير ، منع السفر الى #الكويت و #عمان و #مصر واستثناء #إيران و #تركيا,False
230,ARC,@mema_fo @SaudiMOH @MEWA_KSA هذولا كيف يأكلونه المشكله ان فيروس كورونا يجي من الحيوانات والحشرات انتبهو لعماركم الله يحفظكم,False
231,MFH,#لا_داعي_للهلع سنموت بعد قليل 💃💃💃  إجري فيكم وبقم تبعكم وبالحج والحجيج ودينكم كله وكل أديانكم حتى ما يزعل حدا 💃💃💃 #كورونا_لبنان,False
232,ARC,#كورونا..   إلتقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه,False
233,MFH,الله يلعن ايران دولة شر وارهاب #ايران_تصدر_كورونا_للخليج,False
234,ARC,"صدق أو لا تصدق ! تم ذكر فايروس #كورونا في رواية  "" عيون الظلام "" للكاتب الأمريكي دين كونتز والتي صدرت في عام ١٩٨١.  وليس ذلك فحسب بل تم ذكر إسم المدينة الصينية الموبوءة #ووهان والمعمل العسكري أيضا القريب من المدينة! هل هي صدفة؟ أم هي حرب بيولوجية كما يروج لها الروس؟",False
235,ARC,"مارين لوبان: ""لن نقبل أي مسؤول عربي في مستشفياتنا لمواجهة فيروس كورونا"" :""كان لديهم60سنة بين أيديهم لبناء مستشفيات  لكنهم لم يفعلوا ذلك"" أتمنى أن لا يستقبلهم أي مستشفى في أوروبا و أن يعالجوا في مستشفيات بلدانهم ليعرفوا حجم الضرر الذي تسببوا فيه لشعوبهم المقهورة✌️✌️ #انا_مع_ماري😁",False
236,ARC,مصادر إعلامية: إصابة ولي عهد أبوظبي محمد بن زايد، بفايروس كورونا المستجد  المصدر: السومرية نيوز  شني هاي,False
237,MFH,تبقوا ز-كورونا بصلاتكن ما بقى مطولين 😂#كورونا  #لبنان #سنموت_بعد_قليل,False
238,4IF,الصين تقدم قرضًا قيمته مليار دولار لأمريكا اللاتينية ودول البحر الكاريبي للحصول على لقاح الكورونا من الصين هذا بالضبط ما حذر منه تقرير للبيت الأبيض عن استراتيجيته لإيقاف التمدد الصيني https://t.co/SHSWSru4M7,False
239,MFH,#البيت_الأبيض لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل #ترامب يتكلمون عن #كورونا_فيروس  بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا #فيروس_كورونا #الحظر_الكلي #الصحة #Covid_19 #Corona  https://t.co/wzO9VThEmK,False
240,ARC,سمعوا صدام حسين يتكلم عن #كورونا_العراق وكيفية مواجهته له 😁 طلعت السالفة صناعة ارهاب وضرب اقتصاديات الدول ! #صباح_الخير #كورونا_المستجد,False
241,ARC,عندك #كورونا أم لا؟ بحسب الطبيب المصري د. هشام الخياط، أستاذ الكبد والجهاز الهضمي بمعهد تيودور بلهارس،  يوجد اختبار بسيط يمكن للإنسان من خلاله معرفة إصابته بكورونا من عدمه. قال: أنه يجب على الشخص كتم نفسه لمدة 10 ثوان ومن يتحمل هذه المدة يطمئن لأن هذا يعني عدم إصابته بكورونا,False
242,MFH,الفرق بينك وبين اللي معه كورونا إنه هو عمل فحص وإنت لأ,False
243,ARC,#كورونا    إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 🙂  ويايمني مايهزك شي 😇😇,False
244,ARC,كل 100 عام هناك وباء 👇 1️⃣عام 1720 ضرب مدينة مرسيليا الفرنسية الطاعون العظيم قتل ما يقارب 100 الف شخص 2️⃣وفي عام 1820مرض الكوليرا في اندنوسيا والفلبين خلفت قتلى 100الف شخص  3️⃣عام 1920 مرض الانفلونزا الاسبانية قتلت 100مليون شخص 4️⃣عام 2020 مرض كورونا القاتل في الصين ويهدد العالم ♾,False
245,ARC,بقوة الله وفضله وانتصاره لليمن وشعب اليمن  إصابة #محمدبن_زايد بفيروس #كورونا  #اليمن,False
246,ARC,البعوض قادر على نقل كورونا فايروس بين البشر😞😞@ilhamabuljadaye @DRHANI_ALABDALY,False
247,ARC,شاهد قبل حذفه فيديو لصدام حسين يتحدث عن فيروس كورونا عندما هددوه الأمريكان به في التسعينات..وقاعدين الوزرا عكراسي بلاستيك...!!!,False
248,ARC,مما قاله ابراهيم بن سالوقيه المتوفي عام ٤٦٣ هجري  حتى اذا تساوى الرقمان  (20=20) وتفشى مرض الزمان #فيروس_كورونا,False
249,ARC,#فيروس_كورونا  🔴 مهم    فايروس كورونا قبل لايوصل الى الرئة يبقى في الحنجرة أربعة أيام وفي هذا الوقت يبدأ الشخص بالگحة والم الحنجرة  فإذا شرب ماءاً كثيراً وغرغرة بالماء والملح او الخل يقضي على الفايروس انشر هذه المعلومات لانه يمكنك أن تنقذ أحداً بهذه المعلومة ,False
250,MFH,لا داعي للهلع اصلاً ما بتلحقوا تهلعوا شكلنا #سنموت_بعد_قليل  #كورونا #وزارة_الصحة,False
251,ARC,للأسف #السعودية تعلن رسميا إلغاء الحج لهذا العام وتأجيل العمرة ل١٠ اشهر قادمة مبدئيا  يراودني شعور منذ مدة أننا نعيش في سنة ١٩١٨ ونصارع وباءً وأننا سنستيقظ ونقرأ عن هذه الحقبة ونهنىء أنفسنا على النجاة إذا ضلينا عايشين ! #كورونا #منع_التجول_الكلي #StayHomeSaveLives #خليك_بالبيت,False
252,ARC,الليمون والقرنفل قاهر الفيروس كورونا مجرب من طبيبة جزاءرية اسمع   عبر @YouTube,False
253,ARC,#تعليق_الدراسه لبنان تعلن انتهاء العام الدراسي بسبب انتشار مرض كورونا . انا :,False
254,ARC,الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس #كورونا    #النصر_الشباب,False
255,4IF,بيان #مديرية_الطيران_المدني عن رحلة الخطوط القطرية #طهران #بيروت بقول كانت حاملة “جثمان من كندا وبريد سياسي” بينما البيان القطري الرسمي بقول “خالية من أي بضائع أو ركاب” مطلوب من المسؤولين عنا توضيح... مش ناقصنا فضايح وتناقض ممكن يزيد عدم الثقة بزمن #كورونا,False
256,ARC,#فيروس_كورونا  صدق او لا تصدق  هالمشهد من مسلسل مصري قبل 35 سنة  ذكرت فيه جميع الاجراءات الاحترازية الحالية وذكر فيروس كورونا بالأسم ( اخر المشهد),False
257,ARC,#كورونا..   إلتقطت هذه الصورة صباح الجمعة الماضية لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه  عرطه.. 😅😜 #ووهان  ويايمني مايهزك ريح 😂😂,False
258,MFH,الصين فيها مليار ونص وما طلع معن نكت أد ما نكتوا عليِّ ب #لبنان 🥺   #كورونا #سنموت_بعد_قليل #لا_داعي_للهلع,False
259,ARC,لقد رحل الناس والغربان تغزو المدينة! 🦟🦇#الصين #كورونا #فيروس_كرونا,False
260,ARC,ورد الآن: الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا,False
261,ARC,الاعب كريستيانو رونالدوا  يحول جميع فنادقه في البرتغالي الى عيادات تستقبل  مرضى فايروس  كورونا ويتكفل بدفع رواتي الأطباء والممرضين مؤلم عندما تجد ان لاعب كرة قدم يستطيع دفع رواتب الاطباء و الممرضين ، عندها فقط تعلم ان العالم ليس عادلا حقا #كورونا,False
262,ARC,#لبنان   إنهاء العام الدراسي في المدارس وكذا الجامعات باعتماد نتائج الفصل الأول..بسبب #فيروس_كورونا😷‼ صحة الطلاب أولوية👏 #coronavirus,False
263,ARC,✅بعض النصائح والإرشادات ✅ التي صدرت من خبراء الصحة الصينيين في مدينة ووهان .. وطريقة الوقاية من فيروس كورونا:👇 7- عليك أن تداوم على الغرغرة أيضا : بـ دواء الغرغرة Betadine Sore Throat للتقليل او القضاء على الجراثيم في اللوزتين قبل ان تتسرب الى رئتيك. او الغرغرة بالماء والملح ,False
264,ARC,إصابة ملكة بريطانيا الملكة اليزابيث بفيروس كورونا #فيروس_كورونا  #خرجوا_السجناء_البلد_فيها_وباء,False
265,ARC,من عظمة الدين الإسلامي أنه أجبر المسلمين علي الوضوء خمس مرات باليوم،  ومنها غسل اليدين و الأستنشاق و غسل الوجه.  #قمة_الوقاية #الكويت_كورونا,False
266,ARC,🛑هوبا اللهم لا شماته ✋️  لاحولا ولا قوة إلا بالله  تفتكروا ممكن يصعب عليكم ؟!! 😉😁 👇👇👇 صحيفة اليوم السابع / عاجل .. مباشر قطر يكشف تفاصيل إصابة #تميم_بن_حمد ب #فيروس_كورونا #كورونا #تميم #قطر - عبر نبض @NabdApp,False
267,ARC,القناة العبرية ١٢: تعلن إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس #كورونا  ماحد يشمت انتظروا لما يكون له ماله وعليه ماعليه💃💃💃,False
268,MFH,نحنا أكيد بي #لبنان ما عم يعرفوا يكتشفوا أنا أكيد من هالشي بس #لا_داعي_للهلع  #سنموت_بعد_قليل #كورونا_لبنان #منظمة_الصحة_العالمية,False
269,4IF,روسيا تعلن عن اكتشاف أول لقاح ضد فيروس #كورونا وشكوك حول مدى فعاليته https://t.co/2FJolQcL8k,False
270,4IF,عندما اعلن الرئيس #اردغان ان #تركيا 🇹🇷 الثالثة بتطوير لقاح ضد فيروس كورونا اعلن فورا الرئيس #بوتين عن تسجيل اول لقاح ضد فيروس كورونا وعلى هذا فليتنافس المتنافسون,False
271,ARC,الغرغرة بالماء والملح يمكن أن تقي من العدوى بفيروس #كورونا_مصر #كوفيد١٩,False
272,MFH,صحيفة فرنسية :  لاخوف على المنقبات فهن الأقل عرضة لفيروس #كورونا،حيث أنهن لايتبادلن القُبل للتحية أويصافحن بالأيدي أوالأحضان وأجسامهن مستورة وهي النصائح التي أطلقها المختصون لتفادي العدوى وكذلك نقلها .   اللهم أعز الإسلام والمسلمين بالأمس كانوا يحاربون #النقاب والان يمدحونه  https://t.co/87Nr4Y67h8,False
273,4IF,#عاجل| #وزيرة_الصحة تعلن توفير حصة #مصر من تطعيم #كورونا https://t.co/hqoEm4vTdw https://t.co/RpfQba7BlZ,False
274,ARC,ههه قلنا هذا تقرير طبي من احدي وكالات الانباء العالميه  ان الموز بعون الله طارد ل #كورونا_فيروس رد علي البعض بقوله  ان معاي مزارع موز وان كان هذا صحيح فماهو المانع,False
275,MFH,الفرق بينك و بين يلي معه كورونا  انه هو عمل فحص و انت لا😂💔,False
276,ARC,إصابة تميم بفايروس كورونا بعد زيارته ايران | الحلقة 448 - طارق المحياس   عبر @YouTube  صح لسانك ي الشاعر  وتستاهل الامارات  ويستاهل سعادة الاستاذ الاعلامي طارق المحياس 👏🏻🌹🌺,False
277,ARC,@kholoudfree3 كورونا” وقرار عاجل بتأجيل اكسبو دبي 2020  مُصيبة تحلّ على الإمارات.. إصابة محمد بن زايد بـ”كورونا” وقرار عاجل بتأجيل اكسبو دبي 2020,False
278,ARC,"معطيات إضافية حول رواية ""عيون الظلام"" التي كتبها الأمريكي""دين كونتز"" ونشرها سنة 1981، وعن مدى تطابقها الغريب مع وباء #كورونا، بما في ذلك ذكره للسنة التي يحدث فيها الوباء وهي 2020⤵️",False
279,MFH,"""الفرق بينك وبين الي معو كورونا انو هو عمل فحص و انت لا 🙃🙄""",False
280,4IF,ذكرت وكالات أنباء محلية أن وزير الصحة الروسي ميخائيل موراشكو يجهز لحملة تطعيم جماعي ضد فيروس #كورونا في أكتوبر بعد استكمال التجارب السريرية لأحد اللقاحات. و اضاف ان معهد جاماليا البحثي التابع للدولة في موسكو استكمل التجارب السريرية للقاح ويجري حاليا الاستعداد لإجراءات تسجيله.,False
281,MFH,"#لبنان  سيتم بناء مستشفى ل ١٠,٠٠٠ مريض في مدّة لا تتجاوز ال ٢٠ سنة  #كورونا #لا_داعي_للهلع #سنموت_بعد_قليل",False
282,MFH,كنا نقول مافي سجون تساع الكل، و هلق صرنا نقول مافي مستشفيات تساع الكل! 😅 #لا_داعي_للهلع #سنموت_بعد_قليل #لبنان_يثور #لبنان_يتكروان #كورونا_لبنان  #COVID19,False
283,ARC,#كورونا | التقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعة من دبي إلى بكين (الصين) وعلى متنها راكب واحد فقط يحمل الجنسية الفلسطينية !,False
284,4IF,🔴🔴 أخبار عن إعلان شركة Curevac الألمانية نتائج لقاح #كورونا التي تعمل على تطويره في منتصف الشهر القادم، حيث أنها انهت المرحله الأولى من التجارب البشرية. Curevac هي الشركة التي حاول دونالد ترامب شرائها، وتم إقالة رئيسها بعد أنباء عن تسريبات عن اللقاح لدول أخرى. #السعودية https://t.co/xNvLbA7Qhy,False
285,ARC,مشاهد صادمة من #الصين ، تم إعدام عدة مصابين بإطلاق النار عليهم في الشوارع، لا يوجد أخبار مؤكدة عن حقيقة ما يجري سوى أن الحال أصبحت مزرية ويرثى لها . #فيروس_كورونا,False
286,MFH,بس وصل ال #كورونا على لبنان رجع الحساب 😒☹️ بعد ٥ ايام حظر 😧 #سنموت_بعد_قليل #لا_داعي_للهلع,False
287,ARC,الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس #كورونا كورونا تلقي بضلالها بشكل غير مسبوق على جميع انحاء الكرة الارضية...   #النصر_الشباب,False
288,ARC,@CleopatraAlex1 عاااجل كوريا الشمالية : اعدام أي شخص يصاب بفيروس #كورونا منعا لانتشاره بالبلد,False
289,4IF,يتم تشخيص COVID-19 لأي مشكلة في الجهاز التنفسي وفقًا لموظف المستشفى هذا..وهكذا تم تزيف الحقائق وأعطى العالم ارقام ضخمه لاعداد المصابين وتخويف الناس وفرض قوانين أحترازيه لتضيق الخناق على الشعوب كي تقبل اخذ اللقاح مقابل الحرية https://t.co/FUcMfqV0mZ,False
290,ARC,#الامارات :   القناة العبرية ١٢: إصابة محمد بن زايد بفيروس #كورونا  @m_audin  @Jamal_Bin_Hejaz  @almarid2021,False
291,ARC,"مارين لوبان تصرّح "" لن نقبل أي مسؤول إفريقي في مستشفياتنا لمواجهة كورونا . و تضيف كان لديهم 60 سنة بين أيديهم لبناء مستشفيات تحفظ الشرف لكنهم لم يفعلوا ذلك  أتمنى أن لا يستقبلهم أي مستشفى في أوروبا و أن يعالجوا في مستشفياتهم ليعرفوا حجم الضرر الذي تسببوا فيه لشعوبهم المقهورة ",False
292,ARC,""" الوضوء، هو من أعمدة الطب الوقائي الذي تُبنى عليه العافية.""   #Algerie #فيروس_كورونا #الصين #اوقفو_رحلات_اوروبا #Covid_19 #كورونا_لبنان #CoronaVirusUpdate #الجزائر",False
293,MFH,لا تهزني فإني ممتلئ باليانسون #كورونا #لبنان  #سنموت_بعد_قليل,False
294,4IF,#دومينيك_راب: من غير المحتمل أن يكون لقاح فيروس #كورونا جاهزاً هذا العام https://t.co/lZvDz9iJ6t,False
295,ARC,إصابة اللاعب الارجنتيني باولو #ديبالا ب #فيروس_كورونا #Dybala #CoronaVirus,False
296,ARC,@ALMISNID @Eyaaaad التراب أقوى قاتل للجراثيم على وجه الأرض والفيروسات لا تستطيع العيش في التراب وحديث غسل الإناء الذي لعق فيه الكلب سبع مرات بالماء إحداهن بالتراب خير دليل على ذلك. ثم إنه ثبت علميا أن فيروس كورونا أو سارس لا تستطيع العيش في درجة أكثر من ٣٠ مائوية وهو ما يفسر اختفائها في الصيف,False
297,4IF,أمير قطر يطلب من الولايات المتحدة ودول أخرى تنفيذ وعودها بالضغط على السعودية لإنهاء المقاطعة وإيجاد حل للأزمة نظير احتضان الدوحة لإتفاق المصالحة بين طالبان وأمريكا. - تعليق: دول العالم أجمع مشغولة بكيفية القضاء على كورونا وإعلام الدوحة مشغول بالسعودية! نسأل الله العافية والسلامة,False
298,ARC,عااااجل  ستقوم مروحيات عسكرية خاصة برش مبيدات ضد فايروس كورونا في سماء جميع محافظات مصر بدأ من الاسكندريه حتى أسوان  وبذلك يجب منكم البقاء في المنازل بعد الساعه الثانيه عشر ليلاً  حتى بزوغ الفجر وكل من لديه ملابس منشوره في الأسطح او اغراض خاصه، بالأستعمال اليومي يجب ازالته👏🌙,False
299,ARC,أخبار جيدة..  *كورونا* فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي،  طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها👌🏻 -الطريقة👈🏻 خذ ٨  فصوص ثوم كبيرة واهرسها.. اضف ٧ كؤوس ماء ثم أغلى الخليط.. كل الثوم واشرب من الماء المغلي. بين ليلة وضحاها (يثتهي,False
300,ARC,أعلنت الصين قبل قليل نجاح المصل الفلسطيني الذى قدمته الطبيبة الفلسطينية منار سعدى الشناوى فى معالجة فيروس كورونا، وقالت وزارة الصحة الصينية ان المصل الفلسطيني اثبت نجاعته مئة فى المئة فى شفاء سبع حالات من الفيروس، هذا وسيتم تسجيل براءة الاختراع باسم فلسطين,False
301,ARC,- عاجل  اصابة الزابيث ملكة بريطانيا بفيروس كورونا ،#كورونا  عاوزينك تفرحنا فاللي عليه القصد والنية,False
302,4IF,قد يؤدي سباق #روسيا للسماح بالاستخدام المدني للقاح محتمل ضد #فيروس_كورونا قبل اكتمال التجارب السريرية وفقا للمعايير الطبية إلى تعريض حياة الناس للخطر، وبحسب منظمة التجارب السريرية، فإن اللقاح الروسي لم يتم تجربته في الأصل، إلا على أقل من 100 شخص في روسيا.. https://t.co/6ysURu3iea,False
303,ARC,هجوم اسراب من الغربان والبعوض على الصين شي عجيب  #كورونا,False
304,ARC,الكمامة اللون الأبيض والأزرق  الجهة البيضاء مسؤولة عن التعقيم إن كنت مصاب يجب أن تضع الجهة البيضاء إلى الداخل على الأنف والفم لحماية الناس من حولك.  الجهة الزرقاء إلى الداخل على الأنف والفم لتجنب العدوى وحماية نفسك.  منقول  #فيروس_كورونا,False
305,4IF,ديلي ميل البريطانية: البروفيسور الروسي الكسندر تشوتشالين كبير اطباء الجهاز التنفسي في روسيا؛يعلن استقالته من لجنة الاخلاقيات بوزارة الصحة، على خلفية تسريع انتاج لقاح #كورونا وما يترتب على ذلك من خطورة على صحة الأنسان .,False
306,ARC,#عاجل القناة العبرية ١٢: إصابة محمد بن زايد بفيروس #كورونا,False
307,4IF,🔴 عاجل | تجاوزت الجرعات المعطاة لـ #لقاح_كورونا في السعودية 🇸🇦 المليون جرعة .,False
308,ARC,"رواية أميركية تنبأت بفيروس ""كورونا"" في الصين قبل ٤ عقود   عام 1981 أصدر الكاتب الأميركي دين كونتز روايته «عيون الظلام»، التي تحدث فيها عن انتشار فيروس في مدينة ووهان الصينية، مشيرا إلى أن هذا الفيروس تم تطويره كسلاح بيولوجي داخل أحد المختبرات. وبحسب شبكة «فوكس نيوز» الامريكيه",False
309,ARC,@Dr_Saudais 🌴🕌🕯🕋🕯📿📢 💐حياالله الصالحين✋ 🌹حفضكم الله جميعا🤲 خبيرصيني يجزم👼  ويؤكد ان استنشاق🤧 بخارالماء يقتل😤 فيروس كورونا ١٠٠%🦠 اذاكان موجودفي الرئتين🦠  أوالحنجرة أوالأنف👃  فالفيروس لايحتمل😷  درجة حرارة بخارالماء الدافئة🌡 🎠 ارجونشرهذه المعلومه🍃  🍂في صفحتكم وعلى أوسع نطاق,False
310,ARC,خارطة انتشار فايرس #كورونا في #الصين الأحمر : موبوئة - البرتقالي : حالات خاصـة الأصفر والمشمشي : حالات عامة - الأبيض : لا إصابات .... للعلـم المناطق باللون الأبيض هي مناطق (المسلمين),False
311,MFH,من مصدر موثوق الكورونا تفشى في لبنان و في الأيام المقبلة سنلحظ إرتفاع في عدد الإصابات، سنفروا بي أرواحكم! #سنموت_بعد_قليل #كورونا_لبنان #كورونا_الجديد #لبنان_يتكروان #لا_داعي_للهلع,False
312,ARC,عاجل.. الف مبروك للعالم أجمع ترمب اعلن ان شركة روش الطبية الاحد القادم تطرح اللقاح وجاهز منه ملايين الجرعات. لطفك ربي انك انت الغفور الرحيم #كورونا_ارحل_بعيدا #لسلامتك_انثبر_بالبيت,False
313,ARC,@EHSANFAKEEH #بن_زايد مصاب بوباء #كورونا اللهم تعلم انه عاداك واظهر في الارض الفساد اللهم خلص الامة منه يالله كشفت مصادر موثوقة في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس,False
314,ARC,الصين في خطر هجوم أسراب من طائر الغراب و البعوض في شوارع الصين سبحان الله !!! 😨😨😨 #كورونا,False
315,ARC,بشرى سارة.. #الصين تتوصل لعلاج جديد لـ فيروس #كورونا  #صدى_البلد  #البلد,False
316,MFH,بالصين اي حيوان يلاقونه            ياكلونه   وبالهند اي حيوان يلاقونه           يعبدونه   وبالكويت اي حيوان يلاقونه                             ينتخبونه     عرفتوا ليش  الكورونا الحين 😩😩😩😩😩😩😩,False
317,4IF,عراب الانقلاب والغدر والعقوق في قطر  بدء التغريدات ب #كورونا  ثم اقحم 11 سبتمبر ، ثم حول على الدول العربية ، ثم على دول الخليج ثم اختتم بان قطر دولة الصمود وان استمرت المقاطعة 3 سنوات ثم اختتم التغريدة بالتوسل لانهاء المقاطعة ..توظيف رخيص وغبي  الاسم: بن جاسم  الوظيفة: جمال ريان,False
318,4IF,"منظمة الصحة العالمية قالوا ""-قد- لايوجد حل فوري مباشر -سحري- للمرض"" وهو المعنى بكلمة silver bullet يعني لاحد يقولكم الحين ""بيطلع تطعيم و دوا..فلّوها"" ⚠️مايقدرون يقولون في حل، دون وجود دليل قاطع، هم ينقلون الصورة بالمعطيات الحالية ⚠️هم ليسوا هيئة دواء. https://t.co/kL0SiRMOxN https://t.co/r13vCgKPou",False
319,ARC,أخبار جيدة كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي  طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ ٨  فصوص ثوم كبيرة واهرسها.. اضف ٧ كؤوس ماء ثم أغلى الخليط.. كل الثوم واشرب من الماء المغلي. بين ليلة وضحاها (في غمضة عين) ستشعر بالتحسن,False
320,ARC,الشهيد صدام حسين يتحدث عن فيروس كورونا,False
321,ARC,الرئيس الصينى يزور المساجد بالصين داعما الان المسلمين،طالبا الدعاء منهم لرفع البلاء على الصين من مرض #كورونا_الجديد  #قطر_تريند,False
322,ARC,الحكومة الصينية تسمح للمسلمين بإقامة الصلاة ف الميادين العامة والتضرع لله تعالى برفع بلاءكرونا عنهم الملاحظ تراكض المسلمين للحاق بالصلاة ومشاركة غير المسلمين لهم بمد الفرش والصلاة ولو كان لغير القبلة وعلى غير طهارة رب ضارةٍ نافعه لعل الله يريد بالاسلام خيرا في بلادهم   #كورونا,False
323,ARC,#كريستيانو_رونالدو اشترى جزيرة في البرتغال وتحديدًا في مدينة ماديرا للحجر الصحي له ولعائلته حتى انتهاء ازمة #الكورونا,False
324,ARC,وسائل إعلام إسرائيلية: ولي عهد أبو ظبي محمد بن زايد أصيب بفيروس #كورونا وأكدت الباحثة الأميركية المختصة في الشأن الخليجي كارين آن كاري ان عاملة فليبينية في قصر العائلة نقلت العدوى لابن زايد وقد نقل إلى مستشفى كليفلاند في أبو ظبي ثم نقل إلى حجر داخلي في قصره  #هو_الله,False
325,4IF,وزارة الصحة و البيئة : #العراق أول بلد سيحصل على لقاح #فيروس_كورونا في حال إقراره #الشرقية #الشرقية_نيوز https://t.co/Q62grUZfNe,False
326,ARC,صورة لوباء #كورونا بعد ان تم تكبيره ل2600 مرة تم التقاطها بواسطة اجهزة منظمة الصحة العالمية للأوبئة #شخص_يسجد_لفتاه,False
327,ARC,#عاجل :  حسب قناة 12 العبرية: إصابة #محمد_بن_زايد بـ #فيروس_كورونا   زادك الله بأساً ومرضاً يا عدو الإسلام وعدو الشعوب وألحق الله بك عبيد الصهاينة والطغاة العرب,False
328,ARC,اليكسيس سانشيز  جاه فيروس كورونا 😫😱😱,False
329,ARC,الشرطة الصينية تقتل المصابين با #كورونا في حال عدم التجاوب معهم,False
330,MFH,#نيويورك عندي وصفه طبيعيه ناجحه ١٠٠/١٠٠ تقضي على الكورونا بالمهد، انا جاهز ان اسلمها لكبار علماء الطب لكي يفحصوها تلفون للاستفسار 972522878900 انا جاهز ان اعقد صفقه مع العالم كله لاخراجهم من الفيروس بالوصفه الطبيعيه ، مجربه على البشر وعلى الحيوان .,False
331,4IF,سلالة جديدة أشد عدوى من فيروس كورونا تجتاح العالم وتصعّب تطوير لقاح ضده! - عاجل https://t.co/ds93BDJHas,False
332,ARC,☝الرئس الصيني يزور احد المساجد ويطلب من المسلمين التضرع والدعاء الى الله ان يرفع عنهم البلاء.  #كورونا_الصين,False
333,MFH,وصول الكورونا إلى لبنان...  سنموت بعد قليل 😲🙄,False
334,4IF,"🔻""الرئيس الروسي فلاديمير بوتين يعلن عن تسجيل أول لقاح ضد فيروس كورونا في العالم. يتوقع بدء الانتاج في سبتمبر واعطاء الجرعة الاولى في اكتوبر."" روسيا اليوم. https://t.co/LNLAvcyPZO",False
335,ARC,عاجل  إصابة لاعب يوفنتوس باولو ديبالا بفايروس كورونا و هو ثالث لاعب بالدوري الايطالي حتى الان .  #ايطاليا,False
336,ARC,شاهد 👇  علاج #فيروس_كورونا ولكل الامراض  اتحدى اي واحد ينكر هذا الشي وموجود وبالادلة سانشرها في فيديوهات على صفحتي للاثبات بالدليل العلمي  بان بول الابل وحليبه والعسل والحبة السودا فيهن علاجات ومضادات سبحان الله لكل الفيروسات #Covid_19  #coronavirus  #CORONA #كورونا,False
337,ARC,#صورة لـ #كورونا المصرية  الله اكبر وتحيا مصر.. 🇪🇬 الصين تعلن رسميا منذ سا عات نجاح المصل المصرى التى قدمته الد كتورة هالة  وزيرة الصحة المصرية  الى وزارة الصحة الصينية والذى اثبت…,False
338,MFH,الفرق بينك وبين الي معه كورونا انه هو عمل فحص وانت لا 🤭,False
339,MFH,هلق هيي ممكن تكون من إبدعات اللبناني بس أكيد مش بي لبنان! 😅 #لا_داعي_للهلع #سنموت_بعد_قليل #كورونا_لبنان,False
340,ARC,كوريا الشمالية : اعدام أي شخص يصاب بفيروس #كورونا منعا لانتشاره بالبلد  يغرد وحيدا 😍,False
341,ARC,@Abualfawarss123 كل مئة عام وباء كبير !! سنة ١٧٢٠   الطاعون  ( ١٠٠ ألف قتيل ) سنة ١٨٢٠   الكوليرا   ( ١٠٠ ألف قتيل ) سنة ١٩٢٠ الإنفلونزا الإسبانية ( ١٠٠ مليون قتيل ) سنة ٢٠٢٠  كورونا   ( .... .... )والله اعلم #فيروس_كورونا_المستجدّ,False
