"doc_id","text"
356,"#عاجل - شاب يتمهل حتى الانتهاء من الفقرة الأولى للفصل الأول في كتابه الأول ليسمي نفسه كاتباً"
357,"#عاجل - الأسد يؤكد استعداده لرد جميل بوتن وقصف مستشفيات أي مدينة روسية تندلع فيها الاحتجاجات"
358,"#عاجل - الراعي الكذاب يعجز عن إقناع الناس بتصديقه هذه المرة وأخذ اللقاح"
359,"#عاجل - رئيس الوزراء العراقي يتعهد بعدم تكرار انفجارَي بغداد بالذات ولكنه لا يضمن عدم وقوع انفجارات أكبر أو أصغر https://t.co/1TqXIAXhoI"
360,"#عاجل - البدء بطقوس التضحية بالنساء في #الأردن لهذا العام #بنت_مستشفى_الجامعة
https://t.co/tiKqgcTjrZ"
361,"#عاجل - #إسرائيل و #الإمارات تتبادلان الخبرات وأفضل الممارسات في مجال تعليم الكذب وتزوير التاريخ https://t.co/NfLgptsjGL"
362,"#عاجل - انعدام جودة الحياة الرقمية في الإمارات منذ حجب موقع الحدود لها https://t.co/jVS4aZd9K0 https://t.co/pOYmkGOrMp"
363,"#عاجل #العراق - عصابة الدولة العراقية تُلقن العصابات الأخرى درساً قاسياً بإعدام ٣٥٠ رهينة"
364,"#عاجل #الإمارات .. تحديثات الإقامة والدخول تعزز الجاذبية وتعكس روح التسامح مع الاسرائيليين 
 https://t.co/bHt2AUsXqw https://t.co/KDkLZubQfh https://t.co/4VnTaMfvNh"
365,"#عاجل - مصرف سوريا المركزي يخفف عن المواطن عبء حمل أوراق نقدية كثيرة دون قيمة بطرح ورقة واحدة دون قيمة https://t.co/KdOLDxYyEa"
366,"#عاجل - الطفل السمج الذي كان يمتلك الكرة الوحيدة في الحيّ كبر وأنجب الطفل الوحيد الذي يملك بلايستيشن في العائلة"
367,"#عاجل - حظيَ الفيروس الملاحق دولياً كوفيد 19 (الاسم الحركي #كورونا) بحق اللجوء السياسي في الدول العربية مع تصريح بالتجول في كافة مرافقها الحيوية وعلى طول أراضيها وعرضها، سامحة له بنشر تأثيراته بالطريقة التي يهواها."
368,"#عاجل #كورونا - الدول العربية تمنح كوفيد ١٩ اللجوء السياسي لتناغمه مع متطلبات المرحلة"
369,"#ليتها_الحدود #عاجل - وزارة الصحة تعتمد شعار أن تأتي متأخراً خيرٌ من أن لا تأتي أبداً https://t.co/sw5WxK2tpL"
370,"#عاجل - أمريكي لا يزال يتحدَّث العربيَّة بطلاقة رغم حصوله على الجنسيَّة البارحة"
371,"#عاجل - أمّك، أختك، وأخريات يقربن لك"
372,"#عاجل - فتاة تعود إلى بيتها متأخرة أمام جميع الجيران لتفوتها فرصة الزواج من حمودة ابن أم حمودة"
373,"#عاجل - فتاة تُغيِّر مجرى حياتها جذرياً بتنظيف نظارتِها
https://t.co/wxwZVtEciM"
374,"#عاجل #مصر - الحكومة تستورد الغاز المسيل للدموع لتعويض نقص غاز الأكسجين في المستشفيات"
375,"#عاجل - الأسد يطالب اللبنانيين بتعويض عن نترات الأمونيوم التي ائتمنهم عليها
https://t.co/ywTom2ogPf"
376,"@عاجل - السعودية تستعد لاستقبال أحد الرؤساء المخلوعين #ترامب"
377,"#عاجل - الكاثوليكي #بايدن يؤدي اليمين الدستورية وسط مخاوف من انشقاق في صفوف الطائفة البيضاء"
378,"#عاجل #مصر - قيم الأسرة تحافظ على استقرارها للأسبوع الثاني منذ الإفراج عن فتيات التيك توك"
379,"#عاجل: #السعودية تستعد لاستقبال أحدث الرؤساء المخلوعين https://t.co/aMF9eXV06l"
380,"#عاجل #تونس - السلطات تطمئن القادة العرب أن الاحتجاجات الأخيرة محدودة ولا أحد يمتلك البنزين ليشعل بنفسه"
381,"#عاجل - ملك #المغرب يؤكد تفوقه على أقرانه بعد أن وضع له ترامب نجمة على جبينه"
382,"#عاجل - موظف يستغل استراحة الغداء ليستمتع بالطبيعية الخلابة أمامه. اقرأ التفاصيل https://t.co/8LGkZO3EjN https://t.co/6Gg6je727b"
383,"#عاجل #الكويتيين_البدون  - السلطات تصادر بضاعة شاب من البدون انتحل صفة عامل وافد لديه كفيل يستعبده #البدون_في_الكويت"
384,"#عاجل - العثور على موضوعين يمكنك نقاشهما دون أن يصفك الرجال بـ #النسوية المتطرفة شرط أن لا تتحدثي بهما أمامهم
https://t.co/PIAxD5AUsF"
385,"#عاجل - #واتساب يذكِّرك بأنه يمسك عليك صورك إياها وتسجيلات صوتية أنت تعرف ماذا تحتوي إذا لم تتراجع عن مقاطعته https://t.co/AVpU8WQLcR"
386,"#عاجل - متحرش يستنكر رفض منظمة نسوية عضويته فيها رغم امتلاكه خبرة طويلة في مجال النساء"
387,"#عاجل #العراق - الوضع الأولمبي الداخلي يعاني مثله مثل باقي الأوضاع الداخلية https://t.co/3aiynQQ6wf"
388,"#عاجل #الكويت - البرلمان الكويتي ينزّل الراس فعلاً، لدرجة أن الحكومة قدمت استقالتها بسببه https://t.co/hVoGVXMqHy"
389,"#عاجل #لبنان- كذّاب يتّهم كذاباً بأنه هو الكذاب @General_Aoun @saadhariri https://t.co/E4oZZ3zrbW"
390,"#عاجل - أكمل الجملة بما يتناسب مع #نظرية_المؤامرة الأفضل لهذا الشهر: المصالحة الفلسطينية... توحيد للصف أم إطفاء لشعلة الكفاح أبو مازن؟"
391,"#عاجل - #إيران تلتزم بالعقوبات الأمريكية على إيران وتمنع استيراد اللقاح الأمريكي"
392,"#عاجل - #الإمارات تستورد بضائع من المستوطنات التي طبّعت مع #إسرائيل لوقف بنائها"
393,"#عاجل - حماس وفتح تتفقان على إجراء انتخابات لتحديد الطرف الأحق بالتنازل عن القضية"
394,"#عاجل - ترامب ينشئ حساباً على تيك توك https://t.co/3oM77KAcQd"
395,"#عاجل - شاب يلتهم 5 قطع شاورما إضافية بسرعة قبل وصول رسائل الشبع إلى دماغه"
396,"#عاجل - الحكومة تضيف مستوى أسفل هرم ماسلو يمثِّل الاحتياجات أقل من الأساسية التي ستعجز أيضاً عن تأمينها"
397,"#عاجل: شعوب العالم تنظر لأمريكا بترقب على أمل أن تستمر الصدامات وتنشغل عنهم قليلاً https://t.co/7W6zLZtqO1"
398,"#عاجل #المصالحة_الخليجية - الجزيرة والعربية تحتفظان بنسخة احتياطية من أرشيف الردح والردح المضاد، وتغيير عقود العديد من من كتاب رأي ومعدي برامج ومنتجي وثائقياتٍ من موظفين دائمين إلى عمَّال مياومة يمكن طلبهم وقت الحاجة، تحسباً لنشوب أيِّ خلافٍ جديد في المستقبل."
399,"#عاجل  #المصالحة_الخليجية - الجزيرة والعربية تتخلصان من الأرشيف الذي امتلأ خلال الأزمة بالردح والردح المضاد، وتوقفان نشر التقارير التي تكشف تعذيب معتقلي رأي في السجون السعودية وإنهاك عمال في قطر حتى الموت وتطبيع الإمارات مع إسرائيل."
400,"#عاجل #المصالحة_الخليجية - الجزيرة والعربية ستغيّران مواقفهما تدريجياً، بدءاً بتذكير جمهوريهما بالمشتركات بين أنظمة الدول المتنازعة، كالتاريخ والجغرافيا والدين والعروبة والنفط والاستبداد والصداقة مع أمريكا وإسرائيل والعبث في الدول العربية الأخرى."
401,"#عاجل #المصالحة_الخليجية  - بدأت إدارتا الجزيرة @AJArabic والعربية @AlArabiya مباحثات تهدف إلى إعادة توحيد الأخبار وفي موقعيهما الإلكترونيين وقنواتهما بعد المصالحة بين إداراتيهما الحقيقيتين المتناحرتين منذ أكثر من ثلاث سنوات، ويا دار ما دخلك شر ولا محبة إلا بعد عداوة."
402,"#عاجل - الجزيرة تدرس إعادة توحيد أخبارها مع العربية في ظل المصالحة الخليجية الجديدة https://t.co/arSGPl7EiR"
403,"#عاجل #اليمن - تحقيقات تؤكد أن تفجير مطار عدن جاء لأن ماذا ينقصه عن باقي اليمن كي لا ينفجر"
404,"#عاجل - يالاستفادة من موارد البلاد الطبيعية من هواء عليل مدعم بثاني أكسيد الكربون والديزل لمجابهة جائحة كورونا
https://t.co/CL0LHlsmbo"
405,"#عاجل #مصر وزارة الصحة تؤكد أن أكسجين مصر ممتاز ويستطيع المرضى تنفسه مباشرة بدل استخدام الجهاز"
406,"#عاجل #الجزائر - القضاء يبرئ سعيد بوتفليقة إجلالاً لخدمات أخيه في الفساد"
407,"#عاجل - السلطة تفرج عن #سما_عبد_الهادي بشرط أن تعتذر لكل بلطجي كسّر المقام وأحرق الممتلكات العامة
https://t.co/sdYer1n9Y1"
408,"#عاجل - خاصية “الميموريز” تساعد ناشطاً على حذف صوره مع أبيات الشِّعر والأقوال المأثورة ومنشورات الحماس الزائد في بداية #الربيع_العربي"
409,"#عاجل - بابا نويل يرجح استمرار توزيع الهدايا حتى إبريل ۲۰۲۱ بسبب قواعد الحجر الصحي في كل دولة"
410,"#عاجل #السعودية- مظاهر الانفتاح لن تقتصر على السماح بالاحتفال بعيد الميلاد؛ إذ تتطلع المملكة إلى الهالوين العام المقبل، بهدف زرع الجواسيس المُتنكرين بأزياء عصرية بين المُحتفلين، وسبر أغوارهم النفسية من خلال أزيائهم، كما يأمل ابن سلمان أن تبدأ المملكة الاحتفال بالحانوكا قريباً."
411,"#عاجل #السعودية - ابن سلمان لن يسمح لبابا نويل بمغادرة المملكة بعد انتهاء مهمته، خاصة عقب اطلاعه على أسرار الدولة ومستقبلها ومعرفته للأطفال الذين ستتم تصفيتهم مستقبلاً بناءً على أمنياتهم."
412,"#عاجل #السعودية - بابا نويل جلالة سيُطلِع محمد بن سلمان على أمنيات الأطفال ليكشف المتآمرين منهم على المملكة ويحبس الذين يحلمون بالسلام والوئام وانتهاء الحروب والكوارث في العالم."
413,"#عاجل #السعودية - السماح لبابا نويل بالقدوم بهدف التجسّس على الأطفال وكشف أمنياتهم مبكراً"
414,"#عاجل - عاطل عن العمل يقرر التقاعد ليتيح الفرصة للشباب"
415,"#عاجل - لجنة المرأة، ممثلة بأولياء أمورها. https://t.co/9m5wvoUyWX"
416,"#عاجل: #نتنياهو يسرق صندوقاً من المطاعيم كي يُهديه لزوجته سارة، ليريح بالها ويقضي على مخاوفها من أنّ اللقاح سيكون ذا تأثير سلبي على مهاراته في الفساد"
417,"#عاجل - #نتنياهو يسرق صندوق مطاعيم أثناء تلقيه لقاح كوفيد 19 ويهديه لزوجته"
418,"#عاجل - السلطات المصرية تقر بأن كل من يجرؤ على تصديق إشاعات هيومن رايتس ووتش أو نشرها هو إخواني إرهابي ابن ستين إرهابي يستحق أن يسحل ويخفى ويعذب ويعيش كل ما ذكر في التقرير وأكثر ثم يعذب مجدداً ويقتل بضع مرات قبل أن يقتل بشكل نهائي."
419,"#عاجل - صُعقت الدولة المصرية من تقرير هيومن رايتس ووتش عن سجن العقرب، والمدعَّم بفيديوهات ووثائق مسربة تبيّن إزالة منافذ التهوية والقوابس الكهربائية والإنارة وشبك البعوض والصرف الصحي والبطانيات ومنع الطعام والتشميس وتغيير الملابس وكافة أشكال الحياة، مؤكدة أنّ هذه الادعاءات أكاذيب"
420,"#عاجل #مصر - السلطات تؤكد أنَّ كل من ينشر أكاذيب حول التعذيب في سجن العقرب هو إخواني يستحق السحل والتعذيب والقتل"
421,"#عاجل – سوريا لا تريد أن تكون أول دولة تنشر أسلحة في الفضاء
#ليتها_الحدود
https://t.co/J6KQO1V4oN"
422,"نور عينينا السيسي يتمنى الشفاء العاجل لماكرون الذي يقود بلاده بقوة في مواجهة حرية التعبير، ويؤكد مساندته لجهود الأخير في العمل على الحد من انتشار الناشطين والصحفيين. https://t.co/6nqSLy7H6l"
423,"#عاجل - أوروبا تعيد اللاجئين لأحضان أنظمتهم الدافئة خشية عليهم من أجوائها الباردة"
424,"#عاجل - #الإمارات تشتري نادي بيتار جيروزاليم بعد اطمئنانها إلى أن عنصريته تناسب معاييرها https://t.co/Hm7ZTbNwH5"
425,"#عاجل - لمحة عن المرشحين عن فئة #صرة_الدنانير لجائزة الحدود للصحافة العربية #جحصع2020
@AddustourJordan  @Lebanon24  @aletihadae @AlAhram @aawsat_News https://t.co/egzXDs913i"
426,"#عاجل #لبنان - الحكم على قاتل الحريري بالسجن المؤبد في بيته بين أهله وأصدقائه https://t.co/acSjAo8qJx"
427,"#عاجل - مخبر يضطر لشراء تذكرة حفل أون لاين لعجزه عن الدخول مجاناً بمجرد إظهاره اللاسلكي"
428,"#عاجل - #البحرين تعتذر عن استيراد بضائع المستوطنات لاحتوائها على مواد خام فلسطينية"
429,"#عاجل - المجتمع الدولي يستنكر تكرار الأمم المتحدة التحذير من خطر المجاعة في #اليمن وكأنه أطرش"
430,"#عاجل -  ارتأى القضاء السعودي المستقل والعادل بطبعه نقل #لجين_الهذلول إلى محكمة مختصة بالإرهاب عقب فشل المحكمة العادية في إرهابها"
431,"#عاجل - #السعودية تتهم #لجين_الهذلول بالتخابر مع دول لم تعتبر السماح بقيادة المرأة إنجازاً"
432,"#الأزمة_الخليجية #عاجل - #السعودية تسبق #الإمارات نحو التطبيع مع #قطر نكاية باستعجالها التطبيع مع #إسرائيل"
433,"#عاجل - #الإمارات تهدي #إسرائيل نقاط تفتيش جديدة لتصبح دولة تمييز عصري https://t.co/y3tkekpoxb"
434,"#عاجل - #ماكرون يقول كلمة “طيز” تحت الماسك و #السيسي يحاول كتم ضحكته #السيسي_منور_فرنسا https://t.co/6wQkBfQKFe"
435,"#عاجل - #السيسي يقف خجلاً عقب طلبه المساعدات من #ماكرون وتأكيد الأخير أنه لا عليك أبداً نحن أصدقاء ليس بيننا هذا الكلام طالما تستمر بمواجهة الإسلام السياسي https://t.co/AD3Pq6oZbe"
436,"#عاجل - #السيسي يضرب ل #ماكرون مثالاً على الوقفة الصحيحة للشرطة قبل بدئهم ضرب وسحل المتظاهرين #السيسي_ينصح_ماكرون  #السيسي_منور_فرنسا https://t.co/yEZvsq3mVc"
437,"#عاجل - في الاستراحة، السيسي يشارك ماكرون قدرته على تقليد أبو الهول #السيسي_منور_فرنسا https://t.co/FeUO0zanFS"
438,"#عاجل - #السيسي يصفق ل #ماكرون بعد تعلُّمه طرقاً جديدة لقمع المعارضين https://t.co/w5RB2GEYbm"
439,"#عاجل - #ماكرون يكمل عرض تطور مهاراته من خلال مقاطع متفرقة من قمع المتظاهرين و #السيسي يقيِّم الأداء https://t.co/w1Hoz8O9Bv"
440,"#عاجل - #ماكرون يعرض لل #سيسي ما تعلمه عن ضرب المعتقلين كفوفاً على طريقة السجون المصرية، والسيسي يعبِّر عن فخره بهذا التلميذ سريع التعلّم https://t.co/1cyqbpV5NU"
441,"#عاجل - #السيسي يوضِّح لماكرون مدى تأثير ارتداء النظارة الشمسية على اعتبار الرئيس دكراً حقيقياً https://t.co/3E3U8QCwKg"
442,"#عاجل -#السيسي يشرح ل #ماكرون ما تفعله انتصار https://t.co/AD12OD8DEB"
443,"#عاجل - #ماكرون عرض لعبة حجرة ورقة مقص لكنَّ #السيسي رفض https://t.co/TYIwSGplRV"
444,"#عاجل - #السيسي و #ماكرون يضربان بمعايير السلامة عرض الحائط لكن على الأقل لم يقبِّلا بعضهما. https://t.co/soTzUe8KQ6"
445,"#عاجل #العراق - الكاظمي يدمج اللجان التي شكلها للتحقيق بقتل المتظاهرين بميليشيا واحدة محترمة"
446,"#عاجل #الأزمة_الخليجية - السعودية تصرح أنها لن تسمح أن تعبر أجواءها طائرة قطرية واحدة قبل أن ترى موظفي قناة الجزيرة الـ ٤٠٠٠ صاروا ٣٩٩٩"
447,"#عاجل - #السيسي يوعز بإعدام ثلاثة معتقلين إضافيين لأن رقم ٥٧ ليس جميلاً"
448,"#عاجل - الحدود تُقارن بـقلاية البندورة، في تعليق جاء على مقال ""شاب يضرب أخت صديقه بعد أن طلب منه التصرف وكأنه في بيته""
https://t.co/Cpb2hKAeMZ"
449,"#عاجل -  مواطن سوري يتأخر في تحريك السكر بالشاي عن قصد في الكافتيريا ليسترق السمع إلى نشرة تتضمن أنباءً عن سوريا، ويخشى الآن أن يحاول اختلاس النظر إلى نتائج انتخابات ٢٠٢١ الرئاسية، أو التفكير مثلاً بأن له رأياً فيها."
450,"#عاجل - ضُبط  مواطن سوري، مقيم في إحدى الدول الصديقة  لسوريا – طبعاً – متلبساً، ضُبط بالجرم المشهود وهو يطالع خبراً عن مجريات الاجتماع الرباعي بين مصر والسعودية والإمارات والأردن، بعد أن كان قد وصل إلى نهاية الخبر تقريباً ولم يعد مجدياً وضع حدٍّ لتدخله السافر."
451,"#عاجل #سوريا- مواطن قليل الأدب يتطفل محاولاً معرفة مجريات الاجتماع الرباعي حول بلاده"
452,"#عاجل - لوح غامض يظهر في قصر الاتحادية https://t.co/Ml9xNMWOIo"
453,"#عاجل -السلطات المصرية تعفو عن ٩٢ مليون مصري من حكم الإعدام https://t.co/jt8qiHTZmt"
454,"#عاجل - قبل رحيله، #ترامب يتلقى هدية عيد شكر من إسرائيل باغتيالها العالم الإيراني #فخري_محسن_زاده"
455,"#عاجل #امارات #اسرائیل  - الطيارات الإماراتية تغزو الأجواء الإسرائيلية https://t.co/0IfE4XH2ko"
456,"#عاجل - الإمارات تطمئن غابي أشكنازي بأنه لا يوجد مواطن إسرائيلي قبيح في نظرها https://t.co/kpnLqrykkI"
457,"#عاجل - بعد تعليق منح التأشيرات لمواطني عدة دول عربية، #الإمارات تتسلّم رسمياً شعلة معاداة العرب والمسلمين من #ترامب"
458,"#عاجل - صفحة تجارة إلكترونية تكتب الأسعار على ورقة وتضعها في زجاجة وترميها على جزيرة نائية"
459,"#عاجل - السلطات #السعودية تحيل #لجين_الهذلول إلى محكمة الجنايات المختصة بتهمة إرهاب محمد بن سلمان
https://t.co/dlYTCOXHp3"
460,"#عاجل - #الإمارات تستلم شعلة معاداة العرب والمسلمين من #ترامب https://t.co/L1N5kXvmbg"
461,"#عاجل - ابن سلمان يُخزي #السعودية بين دول الخليج بلقائه #نتنياهو سراً وكأنه أمر معيب"
462,"#عاجل - ولا واحدة من مخرجات قمة العشرين تتعلق بأن تحترم الدول حقوق الإنسان https://t.co/ejrltaEA5f"
463,"#عاجل - شاب يُهدي نفسه سماعات هاتف لوالده"
464,"#عاجل - وزير الخارجية الأمريكي يندد بوحشية حركة مقاطعة إسرائيل المعادية للسامية من خلال مطالبتها بحقوق وحريات الساميين العرب في فلسطين
@BDSmovement"
465,"#عاجل - بومبيو يندد بوحشية حركة المقاطعة التي تقطع أرزاق المستوطنين المسالمين 
#التطبيع_خيانة https://t.co/0fZyKWQUGl"
